"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM","GENES"
"fnu01120",70,"Down",3.11751846259317e-05,9.67505729770295e-05,2.97550552301677e-11,1.78530331381006e-10,"Microbial metabolism in diverse environments","cds-C4N14_02800;cds-C4N14_04375;cds-C4N14_04380;cds-C4N14_04385;cds-C4N14_04390;cds-C4N14_04395;cds-C4N14_04400;cds-C4N14_04670;cds-C4N14_04720;cds-C4N14_04725;cds-C4N14_04745;cds-C4N14_04810;cds-C4N14_04815;cds-C4N14_04880;cds-C4N14_05010;cds-C4N14_10115;cds-C4N14_10110;cds-C4N14_10105;cds-C4N14_09955;cds-C4N14_09925;cds-C4N14_09785;cds-C4N14_09750;cds-C4N14_09685;cds-C4N14_09540;cds-C4N14_09430;cds-C4N14_09020;cds-C4N14_09015;cds-C4N14_09010;cds-C4N14_08980;cds-C4N14_08970;cds-C4N14_08825;cds-C4N14_08575;cds-C4N14_08570;cds-C4N14_08295;cds-C4N14_08240;cds-C4N14_08230;cds-C4N14_08155;cds-C4N14_07565;cds-C4N14_07115;cds-C4N14_07070;cds-C4N14_07065;cds-C4N14_06885;cds-C4N14_06555;cds-C4N14_06345;cds-C4N14_06300;cds-C4N14_06275;cds-C4N14_06270;cds-C4N14_06265;cds-C4N14_06260;cds-C4N14_06030;cds-C4N14_10135;cds-C4N14_10260;cds-C4N14_10515;cds-C4N14_10535;cds-C4N14_10550;cds-C4N14_10635;cds-C4N14_10865;cds-C4N14_10880;cds-C4N14_00210;cds-C4N14_01055;cds-C4N14_01390;cds-C4N14_01395;cds-C4N14_03800;cds-C4N14_03790;cds-C4N14_03785;cds-C4N14_03780;cds-C4N14_03680;cds-C4N14_03060;cds-C4N14_01950;cds-C4N14_02080"
"fnu03060",14,"Up",3.4339526706515e-05,0.000101340168276922,1.17366770237098e-10,5.55947859017834e-10,"Protein export","cds-C4N14_02370;cds-C4N14_02675;cds-C4N14_05250;cds-C4N14_09550;cds-C4N14_08725;cds-C4N14_08720;cds-C4N14_06785;cds-C4N14_05425;cds-C4N14_10405;cds-C4N14_00220;cds-C4N14_00225;cds-C4N14_00680;cds-C4N14_01180;cds-C4N14_01890"
"fnu03010",50,"Up",3.4906057962051e-05,0.000101340168276922,7.71233600261075e-11,3.85616800130537e-10,"Ribosome","cds-C4N14_05025;cds-C4N14_05030;cds-C4N14_05045;cds-C4N14_05050;cds-C4N14_10030;cds-C4N14_09815;cds-C4N14_06570;cds-C4N14_06560;cds-C4N14_05720;cds-C4N14_05710;cds-C4N14_05705;cds-C4N14_05700;cds-C4N14_10250;cds-C4N14_10400;cds-C4N14_10615;cds-C4N14_00320;cds-C4N14_00325;cds-C4N14_00660;cds-C4N14_00685;cds-C4N14_00690;cds-C4N14_00695;cds-C4N14_00700;cds-C4N14_00705;cds-C4N14_00710;cds-C4N14_00715;cds-C4N14_00720;cds-C4N14_00725;cds-C4N14_00730;cds-C4N14_00735;cds-C4N14_00740;cds-C4N14_00745;cds-C4N14_00750;cds-C4N14_00755;cds-C4N14_00760;cds-C4N14_00765;cds-C4N14_00770;cds-C4N14_00775;cds-C4N14_00780;cds-C4N14_00785;cds-C4N14_00840;cds-C4N14_00845;cds-C4N14_01475;cds-C4N14_03925;cds-C4N14_03655;cds-C4N14_03125;cds-C4N14_01865;cds-C4N14_01870;cds-C4N14_01875;cds-C4N14_01880;cds-C4N14_01900"
"fnu00360",2,"Down",6.24245733971923e-05,0.000173881481479795,0.508285049353962,0.544591124307817,"Phenylalanine metabolism","cds-C4N14_07070;cds-C4N14_06380"
"fnu03420",7,"Down",6.37565432092582e-05,0.000173881481479795,0.000212612006481205,0.000329915182470836,"Nucleotide excision repair","cds-C4N14_02440;cds-C4N14_04515;cds-C4N14_09610;cds-C4N14_09270;cds-C4N14_06700;cds-C4N14_06640;cds-C4N14_01175"
"fnu01212",15,"Down",7.54158750102503e-05,0.000199630257380074,7.81279937272131e-08,1.67417129415457e-07,"Fatty acid metabolism","cds-C4N14_04120;cds-C4N14_04125;cds-C4N14_04135;cds-C4N14_04250;cds-C4N14_10115;cds-C4N14_10110;cds-C4N14_09755;cds-C4N14_09750;cds-C4N14_09260;cds-C4N14_08295;cds-C4N14_07840;cds-C4N14_06535;cds-C4N14_10550;cds-C4N14_00210;cds-C4N14_03815"
"fnu00670",12,"Down",8.37281437117341e-05,0.000215300940973031,1.16052387164987e-08,3.33171105835655e-08,"One carbon pool by folate","cds-C4N14_04180;cds-C4N14_04570;cds-C4N14_04575;cds-C4N14_08525;cds-C4N14_08515;cds-C4N14_07660;cds-C4N14_07265;cds-C4N14_07250;cds-C4N14_10470;cds-C4N14_10865;cds-C4N14_10870;cds-C4N14_02080"
"fnu00020",3,"Down",9.04674035922344e-05,0.000226168508980586,0.119904935819419,0.140148626282438,"Citrate cycle (TCA cycle)","cds-C4N14_06555;cds-C4N14_06270;cds-C4N14_10535"
"fnu00260",9,"Down",0.000102355234112184,0.000248498112483072,6.04798328905613e-07,1.18330107829359e-06,"Glycine, serine and threonine metabolism","cds-C4N14_04955;cds-C4N14_09465;cds-C4N14_08575;cds-C4N14_08570;cds-C4N14_08155;cds-C4N14_07565;cds-C4N14_07220;cds-C4N14_06625;cds-C4N14_10485"
"fnu00780",10,"Down",0.00010492142527063,0.000248498112483072,3.95962012467447e-07,7.91924024934894e-07,"Biotin metabolism","cds-C4N14_04135;cds-C4N14_09755;cds-C4N14_09260;cds-C4N14_07930;cds-C4N14_07925;cds-C4N14_07920;cds-C4N14_07175;cds-C4N14_07170;cds-C4N14_07165;cds-C4N14_03470"
"fnu00550",16,"Up",0.00011792193709528,0.000272127547142954,7.16140877043257e-11,3.79133405493489e-10,"Peptidoglycan biosynthesis","cds-C4N14_02635;cds-C4N14_09605;cds-C4N14_09330;cds-C4N14_06365;cds-C4N14_06075;cds-C4N14_06005;cds-C4N14_05470;cds-C4N14_10690;cds-C4N14_10695;cds-C4N14_10700;cds-C4N14_10705;cds-C4N14_10710;cds-C4N14_10715;cds-C4N14_10725;cds-C4N14_00125;cds-C4N14_01035"
"fnu01230",37,"Down",0.000121200515017488,0.000272701158789347,2.5281485813556e-10,1.03424260146365e-09,"Biosynthesis of amino acids","cds-C4N14_02565;cds-C4N14_04180;cds-C4N14_04745;cds-C4N14_04810;cds-C4N14_04815;cds-C4N14_04955;cds-C4N14_05010;cds-C4N14_05175;cds-C4N14_10105;cds-C4N14_10035;cds-C4N14_09115;cds-C4N14_08980;cds-C4N14_08970;cds-C4N14_08825;cds-C4N14_08575;cds-C4N14_08570;cds-C4N14_08330;cds-C4N14_08155;cds-C4N14_08105;cds-C4N14_07565;cds-C4N14_07510;cds-C4N14_07505;cds-C4N14_07095;cds-C4N14_06885;cds-C4N14_06625;cds-C4N14_06380;cds-C4N14_06030;cds-C4N14_10260;cds-C4N14_10485;cds-C4N14_10860;cds-C4N14_00375;cds-C4N14_01300;cds-C4N14_01305;cds-C4N14_01390;cds-C4N14_01395;cds-C4N14_03680;cds-C4N14_03060"
"fnu00362",6,"Down",0.000135583439074992,0.000297622183335348,0.00611921431063053,0.00874173472947218,"Benzoate degradation","cds-C4N14_04375;cds-C4N14_04380;cds-C4N14_04385;cds-C4N14_04400;cds-C4N14_09750;cds-C4N14_07070"
"fnu00970",27,"Down",0.00016137514753343,0.000345803887571636,1.26612196636196e-13,3.27399613099665e-12,"Aminoacyl-tRNA biosynthesis","cds-C4N14_02535;cds-C4N14_02605;cds-C4N14_02670;cds-C4N14_02680;cds-C4N14_02690;cds-C4N14_01745;cds-C4N14_04830;cds-C4N14_04835;cds-C4N14_05315;cds-C4N14_10130;cds-C4N14_09895;cds-C4N14_09700;cds-C4N14_09595;cds-C4N14_09180;cds-C4N14_08735;cds-C4N14_08440;cds-C4N14_08435;cds-C4N14_08430;cds-C4N14_05790;cds-C4N14_10135;cds-C4N14_10870;cds-C4N14_00110;cds-C4N14_00460;cds-C4N14_00850;cds-C4N14_02935;cds-C4N14_02310;cds-C4N14_02315"
"fnu00860",29,"Down",0.000174617752561347,0.000365479016988865,1.46564941393422e-10,6.59542236270399e-10,"Porphyrin metabolism","cds-C4N14_02805;cds-C4N14_09925;cds-C4N14_09545;cds-C4N14_09540;cds-C4N14_09020;cds-C4N14_09015;cds-C4N14_09010;cds-C4N14_07620;cds-C4N14_07615;cds-C4N14_07610;cds-C4N14_07605;cds-C4N14_07415;cds-C4N14_07410;cds-C4N14_07405;cds-C4N14_07380;cds-C4N14_07370;cds-C4N14_07355;cds-C4N14_07345;cds-C4N14_07340;cds-C4N14_07325;cds-C4N14_07315;cds-C4N14_07310;cds-C4N14_07300;cds-C4N14_07290;cds-C4N14_05815;cds-C4N14_05600;cds-C4N14_10135;cds-C4N14_01515;cds-C4N14_02030"
"fnu00250",13,"Down",0.000205106284975519,0.000415758854155237,1.48232043461227e-08,4.0426920943971e-08,"Alanine, aspartate and glutamate metabolism","cds-C4N14_02395;cds-C4N14_05240;cds-C4N14_10080;cds-C4N14_10070;cds-C4N14_10065;cds-C4N14_09965;cds-C4N14_09785;cds-C4N14_08450;cds-C4N14_08330;cds-C4N14_07240;cds-C4N14_06380;cds-C4N14_10420;cds-C4N14_00585"
"fnu00240",21,"Down",0.000207879427077618,0.000415758854155237,1.3411219496948e-06,2.51460365567775e-06,"Pyrimidine metabolism","cds-C4N14_01785;cds-C4N14_01780;cds-C4N14_04570;cds-C4N14_04920;cds-C4N14_10085;cds-C4N14_10080;cds-C4N14_10075;cds-C4N14_10070;cds-C4N14_10065;cds-C4N14_10060;cds-C4N14_10055;cds-C4N14_10045;cds-C4N14_10040;cds-C4N14_09810;cds-C4N14_08410;cds-C4N14_07025;cds-C4N14_05485;cds-C4N14_00595;cds-C4N14_00605;cds-C4N14_00670;cds-C4N14_03565"
"fnu01240",91,"Down",0.000328355266906194,0.000642434217859944,3.33937877866448e-13,6.01088180159606e-12,"Biosynthesis of cofactors","cds-C4N14_02390;cds-C4N14_02395;cds-C4N14_02400;cds-C4N14_02625;cds-C4N14_02695;cds-C4N14_02740;cds-C4N14_02745;cds-C4N14_02805;cds-C4N14_04135;cds-C4N14_04160;cds-C4N14_04575;cds-C4N14_04695;cds-C4N14_05140;cds-C4N14_05175;cds-C4N14_05240;cds-C4N14_10080;cds-C4N14_10075;cds-C4N14_10070;cds-C4N14_10065;cds-C4N14_10060;cds-C4N14_10055;cds-C4N14_10045;cds-C4N14_10040;cds-C4N14_09955;cds-C4N14_09925;cds-C4N14_09755;cds-C4N14_09545;cds-C4N14_09540;cds-C4N14_09260;cds-C4N14_09020;cds-C4N14_09015;cds-C4N14_09010;cds-C4N14_08690;cds-C4N14_08670;cds-C4N14_08525;cds-C4N14_08400;cds-C4N14_07930;cds-C4N14_07925;cds-C4N14_07920;cds-C4N14_07725;cds-C4N14_07620;cds-C4N14_07615;cds-C4N14_07610;cds-C4N14_07605;cds-C4N14_07415;cds-C4N14_07410;cds-C4N14_07405;cds-C4N14_07380;cds-C4N14_07370;cds-C4N14_07355;cds-C4N14_07345;cds-C4N14_07340;cds-C4N14_07325;cds-C4N14_07315;cds-C4N14_07300;cds-C4N14_07290;cds-C4N14_07175;cds-C4N14_07170;cds-C4N14_07165;cds-C4N14_07100;cds-C4N14_06485;cds-C4N14_06120;cds-C4N14_05815;cds-C4N14_05800;cds-C4N14_05620;cds-C4N14_05600;cds-C4N14_10135;cds-C4N14_10735;cds-C4N14_10865;cds-C4N14_00055;cds-C4N14_00060;cds-C4N14_00065;cds-C4N14_00070;cds-C4N14_00245;cds-C4N14_00250;cds-C4N14_00585;cds-C4N14_00670;cds-C4N14_01225;cds-C4N14_01230;cds-C4N14_01235;cds-C4N14_01330;cds-C4N14_01335;cds-C4N14_01340;cds-C4N14_01345;cds-C4N14_01355;cds-C4N14_01360;cds-C4N14_01365;cds-C4N14_01515;cds-C4N14_03415;cds-C4N14_02030;cds-C4N14_02080"
"fnu01503",2,"Down",0.000368712450975017,0.000698071013618766,0.588388304344625,0.615227652402737,"Cationic antimicrobial peptide (CAMP) resistance","cds-C4N14_09255;cds-C4N14_05430"
"fnu00430",5,"Down",0.000372304540596675,0.000698071013618766,0.00874419917908365,0.0119239079714777,"Taurine and hypotaurine metabolism","cds-C4N14_09785;cds-C4N14_07790;cds-C4N14_07470;cds-C4N14_06265;cds-C4N14_06260"
"fnu00760",10,"Up",0.000475389305628199,0.000857837290462593,4.59430128852418e-09,1.53587217137042e-08,"Nicotinate and nicotinamide metabolism","cds-C4N14_02390;cds-C4N14_02395;cds-C4N14_02400;cds-C4N14_04695;cds-C4N14_05140;cds-C4N14_10005;cds-C4N14_06485;cds-C4N14_06200;cds-C4N14_06120;cds-C4N14_03430"
"fnu01200",41,"Down",0.000476576272479218,0.000857837290462593,5.81429037463425e-09,1.86887904898958e-08,"Carbon metabolism","cds-C4N14_04810;cds-C4N14_04815;cds-C4N14_05010;cds-C4N14_10115;cds-C4N14_10110;cds-C4N14_10105;cds-C4N14_09750;cds-C4N14_09135;cds-C4N14_08980;cds-C4N14_08970;cds-C4N14_08825;cds-C4N14_08575;cds-C4N14_08570;cds-C4N14_08525;cds-C4N14_08295;cds-C4N14_08240;cds-C4N14_07070;cds-C4N14_07065;cds-C4N14_06885;cds-C4N14_06625;cds-C4N14_06555;cds-C4N14_06345;cds-C4N14_06300;cds-C4N14_06270;cds-C4N14_06265;cds-C4N14_06260;cds-C4N14_06030;cds-C4N14_10260;cds-C4N14_10485;cds-C4N14_10535;cds-C4N14_10550;cds-C4N14_10865;cds-C4N14_00210;cds-C4N14_01390;cds-C4N14_01395;cds-C4N14_03800;cds-C4N14_03790;cds-C4N14_03680;cds-C4N14_03060;cds-C4N14_01950;cds-C4N14_02080"
"fnu00680",9,"Down",0.000555594692464302,0.000980461221995826,3.76089967402817e-05,5.93826264320237e-05,"Methane metabolism","cds-C4N14_05010;cds-C4N14_10105;cds-C4N14_08575;cds-C4N14_08570;cds-C4N14_08230;cds-C4N14_06345;cds-C4N14_06265;cds-C4N14_06260;cds-C4N14_01390"
"fnu00470",11,"Up",0.000749407770715912,0.00129705191085446,3.17629043289973e-11,1.7866633685061e-10,"D-Amino acid metabolism","cds-C4N14_10125;cds-C4N14_09770;cds-C4N14_09465;cds-C4N14_06320;cds-C4N14_10420;cds-C4N14_10690;cds-C4N14_10710;cds-C4N14_00495;cds-C4N14_01240;cds-C4N14_03755;cds-C4N14_03750"
"fnu00061",11,"Down",0.000844869300619747,0.00143468371803353,2.91163242097074e-06,5.13817486053661e-06,"Fatty acid biosynthesis","cds-C4N14_04120;cds-C4N14_04125;cds-C4N14_04135;cds-C4N14_04250;cds-C4N14_10115;cds-C4N14_10110;cds-C4N14_09755;cds-C4N14_09260;cds-C4N14_07840;cds-C4N14_06535;cds-C4N14_03815"
"fnu00541",8,"Up",0.00216593440605295,0.00360989067675492,1.43081777845273e-06,2.62803265430093e-06,"O-Antigen nucleotide sugar biosynthesis","cds-C4N14_05280;cds-C4N14_05800;cds-C4N14_05615;cds-C4N14_00890;cds-C4N14_00950;cds-C4N14_01020;cds-C4N14_03065;cds-C4N14_02215"
"fnu00340",11,"Down",0.00271733606997741,0.00444654993269031,2.95889651032223e-08,7.19731583591894e-08,"Histidine metabolism","cds-C4N14_10035;cds-C4N14_09955;cds-C4N14_08930;cds-C4N14_08520;cds-C4N14_08515;cds-C4N14_08265;cds-C4N14_08260;cds-C4N14_10440;cds-C4N14_10455;cds-C4N14_10465;cds-C4N14_10470"
"fnu02020",20,"Down",0.00364383886791004,0.00585616960914114,7.44521547383331e-09,2.31058411256896e-08,"Two-component system","cds-C4N14_04325;cds-C4N14_04330;cds-C4N14_04720;cds-C4N14_04725;cds-C4N14_04990;cds-C4N14_04995;cds-C4N14_09750;cds-C4N14_05830;cds-C4N14_05825;cds-C4N14_10315;cds-C4N14_10320;cds-C4N14_10325;cds-C4N14_10330;cds-C4N14_10420;cds-C4N14_03785;cds-C4N14_03780;cds-C4N14_03775;cds-C4N14_02185;cds-C4N14_02190;cds-C4N14_02195"
"fnu00310",12,"Down",0.00403867834188504,0.00637686053981848,2.60198620533926e-06,4.68357516961066e-06,"Lysine degradation","cds-C4N14_04720;cds-C4N14_04725;cds-C4N14_09955;cds-C4N14_09750;cds-C4N14_03785;cds-C4N14_03780;cds-C4N14_03755;cds-C4N14_03750;cds-C4N14_03735;cds-C4N14_03730;cds-C4N14_03725;cds-C4N14_03720"
"fnu00561",7,"Down",0.00484183750242117,0.00751319612444665,0.00450467278611361,0.00653904114113266,"Glycerolipid metabolism","cds-C4N14_04115;cds-C4N14_09955;cds-C4N14_09805;cds-C4N14_09555;cds-C4N14_03870;cds-C4N14_03865;cds-C4N14_03860"
"fnu00920",4,"Up",0.00786308838251654,0.0118477653704348,0.091432448782444,0.109718938538933,"Sulfur metabolism","cds-C4N14_07115;cds-C4N14_06885;cds-C4N14_06030;cds-C4N14_01300"
"fnu00523",3,"Up",0.00789851024695653,0.0118477653704348,0.388993497385325,0.421800177887702,"Polyketide sugar unit biosynthesis","cds-C4N14_05615;cds-C4N14_00890;cds-C4N14_01020"
"fnu01502",6,"Up",0.00847783195720573,0.0125082766581724,0.000728371979785011,0.00111107590136697,"Vancomycin resistance","cds-C4N14_10125;cds-C4N14_09770;cds-C4N14_10690;cds-C4N14_10705;cds-C4N14_10715;cds-C4N14_10725"
"fnu00630",3,"Down",0.00883576371234548,0.0128261086146951,0.32523823839689,0.365893018196502,"Glyoxylate and dicarboxylate metabolism","cds-C4N14_09750;cds-C4N14_03800;cds-C4N14_03790"
"fnu04122",5,"Up",0.00949025744830237,0.013557510640432,0.0275338655941833,0.0354006843353785,"Sulfur relay system","cds-C4N14_02625;cds-C4N14_08385;cds-C4N14_01345;cds-C4N14_01350;cds-C4N14_03475"
"fnu00460",4,"Down",0.0113639336134317,0.0159805316438883,0.363241824730492,0.403602027478325,"Cyanoamino acid metabolism","cds-C4N14_08450;cds-C4N14_08330;cds-C4N14_07790;cds-C4N14_07470"
"fnu00130",2,"Down",0.013159090003459,0.0182202784663279,0.693556185201701,0.701348951327563,"Ubiquinone and other terpenoid-quinone biosynthesis","cds-C4N14_00245;cds-C4N14_00250"
"fnu00540",17,"Down",0.0138847207791771,0.0189337101534233,1.0882788452494e-13,3.27399613099665e-12,"Lipopolysaccharide biosynthesis","cds-C4N14_04460;cds-C4N14_09720;cds-C4N14_09520;cds-C4N14_09265;cds-C4N14_09255;cds-C4N14_09250;cds-C4N14_09245;cds-C4N14_08185;cds-C4N14_07655;cds-C4N14_07525;cds-C4N14_07090;cds-C4N14_06495;cds-C4N14_06010;cds-C4N14_00590;cds-C4N14_01040;cds-C4N14_01500;cds-C4N14_03530"
"fnu00730",13,"Up",0.0174950856675306,0.0232508857624649,1.80332513776051e-08,4.77350771760135e-08,"Thiamine metabolism","cds-C4N14_02625;cds-C4N14_08830;cds-C4N14_07725;cds-C4N14_06090;cds-C4N14_05620;cds-C4N14_10740;cds-C4N14_01330;cds-C4N14_01335;cds-C4N14_01340;cds-C4N14_01345;cds-C4N14_01355;cds-C4N14_01360;cds-C4N14_01365"
"fnu00450",8,"Down",0.0175673359094179,0.0232508857624649,2.60552088054547e-05,4.26357962271076e-05,"Selenocompound metabolism","cds-C4N14_04180;cds-C4N14_09115;cds-C4N14_06305;cds-C4N14_05790;cds-C4N14_10525;cds-C4N14_01300;cds-C4N14_01305;cds-C4N14_03100"
"fnu02024",47,"Up",0.0194260143351506,0.0253382795675877,1.73682704353539e-11,1.20241872244758e-10,"Quorum sensing","cds-C4N14_02370;cds-C4N14_04340;cds-C4N14_04345;cds-C4N14_04350;cds-C4N14_04355;cds-C4N14_05365;cds-C4N14_05370;cds-C4N14_05375;cds-C4N14_05380;cds-C4N14_05385;cds-C4N14_09550;cds-C4N14_07840;cds-C4N14_07185;cds-C4N14_06785;cds-C4N14_06610;cds-C4N14_06605;cds-C4N14_06600;cds-C4N14_06595;cds-C4N14_06590;cds-C4N14_06535;cds-C4N14_05535;cds-C4N14_05425;cds-C4N14_10225;cds-C4N14_10230;cds-C4N14_10235;cds-C4N14_10240;cds-C4N14_10245;cds-C4N14_10405;cds-C4N14_10570;cds-C4N14_10575;cds-C4N14_10580;cds-C4N14_10585;cds-C4N14_10590;cds-C4N14_00060;cds-C4N14_00140;cds-C4N14_00145;cds-C4N14_00150;cds-C4N14_00155;cds-C4N14_00160;cds-C4N14_00680;cds-C4N14_00795;cds-C4N14_00800;cds-C4N14_00805;cds-C4N14_00810;cds-C4N14_00815;cds-C4N14_01180;cds-C4N14_01890"
"fnu03410",7,"Down",0.0248319168454432,0.0319267502298555,5.05146170595185e-06,8.74291449107051e-06,"Base excision repair","cds-C4N14_02570;cds-C4N14_02620;cds-C4N14_05260;cds-C4N14_07665;cds-C4N14_06000;cds-C4N14_01175;cds-C4N14_02900"
"fnu00030",11,"Down",0.0301820586296465,0.0382589475587068,6.08186917921858e-08,1.33504445397481e-07,"Pentose phosphate pathway","cds-C4N14_04810;cds-C4N14_04815;cds-C4N14_05010;cds-C4N14_10105;cds-C4N14_09430;cds-C4N14_08825;cds-C4N14_08230;cds-C4N14_06345;cds-C4N14_03680;cds-C4N14_03060;cds-C4N14_01950"
"fnu02010",54,"Up",0.0508680702592987,0.0635850878241234,3.41934331438688e-12,2.90322571537244e-11,"ABC transporters","cds-C4N14_04685;cds-C4N14_04905;cds-C4N14_04910;cds-C4N14_04915;cds-C4N14_05265;cds-C4N14_05270;cds-C4N14_05275;cds-C4N14_09325;cds-C4N14_09320;cds-C4N14_09165;cds-C4N14_09160;cds-C4N14_09145;cds-C4N14_08950;cds-C4N14_08945;cds-C4N14_08940;cds-C4N14_08900;cds-C4N14_08895;cds-C4N14_08890;cds-C4N14_08885;cds-C4N14_08745;cds-C4N14_08220;cds-C4N14_08215;cds-C4N14_08210;cds-C4N14_07440;cds-C4N14_07015;cds-C4N14_07010;cds-C4N14_06470;cds-C4N14_06465;cds-C4N14_06460;cds-C4N14_06295;cds-C4N14_06290;cds-C4N14_06285;cds-C4N14_10570;cds-C4N14_10575;cds-C4N14_10580;cds-C4N14_10585;cds-C4N14_10590;cds-C4N14_00030;cds-C4N14_00035;cds-C4N14_00040;cds-C4N14_00045;cds-C4N14_00050;cds-C4N14_01555;cds-C4N14_01560;cds-C4N14_01565;cds-C4N14_01615;cds-C4N14_01620;cds-C4N14_01625;cds-C4N14_03015;cds-C4N14_03010;cds-C4N14_03005;cds-C4N14_03000;cds-C4N14_02950;cds-C4N14_02945"
"fnu03030",12,"Down",0.0723607067093967,0.0892118301896672,4.73439641666595e-08,1.06523919374984e-07,"DNA replication","cds-C4N14_04760;cds-C4N14_09560;cds-C4N14_09150;cds-C4N14_07585;cds-C4N14_05595;cds-C4N14_05505;cds-C4N14_10285;cds-C4N14_10345;cds-C4N14_00445;cds-C4N14_01175;cds-C4N14_03930;cds-C4N14_03915"
"fnu01250",27,"Down",0.0950599501630982,0.115613452901065,1.12236470391505e-12,1.44304033360506e-11,"Biosynthesis of nucleotide sugars","cds-C4N14_04460;cds-C4N14_05230;cds-C4N14_05280;cds-C4N14_09965;cds-C4N14_09720;cds-C4N14_09430;cds-C4N14_08185;cds-C4N14_07905;cds-C4N14_07900;cds-C4N14_07655;cds-C4N14_07525;cds-C4N14_06300;cds-C4N14_06010;cds-C4N14_05800;cds-C4N14_05615;cds-C4N14_10695;cds-C4N14_00125;cds-C4N14_00890;cds-C4N14_00950;cds-C4N14_01020;cds-C4N14_01040;cds-C4N14_01500;cds-C4N14_03065;cds-C4N14_01950;cds-C4N14_02205;cds-C4N14_02210;cds-C4N14_02215"
"fnu00625",2,"Up",0.120140856964304,0.143489637490406,1,1,"Chloroalkane and chloroalkene degradation","cds-C4N14_04880;cds-C4N14_09955"
"fnu00900",11,"Up",0.121169027214121,0.143489637490406,4.71091583517785e-10,1.76659343819169e-09,"Terpenoid backbone biosynthesis","cds-C4N14_02450;cds-C4N14_09835;cds-C4N14_09750;cds-C4N14_06090;cds-C4N14_05480;cds-C4N14_05470;cds-C4N14_05465;cds-C4N14_10740;cds-C4N14_00465;cds-C4N14_01475;cds-C4N14_01505"
"fnu00520",22,"Down",0.162828175717076,0.190318646942036,1.45510939155407e-13,3.27399613099665e-12,"Amino sugar and nucleotide sugar metabolism","cds-C4N14_05230;cds-C4N14_05280;cds-C4N14_09965;cds-C4N14_09430;cds-C4N14_07905;cds-C4N14_07900;cds-C4N14_07595;cds-C4N14_06480;cds-C4N14_06430;cds-C4N14_06300;cds-C4N14_05800;cds-C4N14_10695;cds-C4N14_10800;cds-C4N14_10805;cds-C4N14_00125;cds-C4N14_00270;cds-C4N14_00950;cds-C4N14_03065;cds-C4N14_01950;cds-C4N14_02205;cds-C4N14_02210;cds-C4N14_02215"
"fnu03020",4,"Down",0.169844838143955,0.195974813243025,0.554335938129339,0.586943934489889,"RNA polymerase","cds-C4N14_05715;cds-C4N14_01840;cds-C4N14_01855;cds-C4N14_01860"
"fnu00040",3,"Up",0.189478769186187,0.215861888946289,0.383203333474438,0.420589024545115,"Pentose and glucuronate interconversions","cds-C4N14_08825;cds-C4N14_05800;cds-C4N14_10515"
"fnu00910",4,"Up",0.193028100401541,0.217156612951733,0.0288624505018041,0.0365862048614419,"Nitrogen metabolism","cds-C4N14_04880;cds-C4N14_09785;cds-C4N14_08920;cds-C4N14_08805"
"fnu03018",11,"Down",0.231673038858632,0.257260575508537,2.12688607907234e-07,4.35044879810251e-07,"RNA degradation","cds-C4N14_01725;cds-C4N14_10105;cds-C4N14_09845;cds-C4N14_09340;cds-C4N14_09195;cds-C4N14_08865;cds-C4N14_06080;cds-C4N14_01060;cds-C4N14_01390;cds-C4N14_03510;cds-C4N14_03145"
"fnu00220",3,"Down",0.235499659405712,0.257260575508537,0.634549488715852,0.648971068004849,"Arginine biosynthesis","cds-C4N14_09785;cds-C4N14_06380;cds-C4N14_10420"
"fnu00330",5,"Up",0.23727857165842,0.257260575508537,0.0147301742521602,0.0194958188631532,"Arginine and proline metabolism","cds-C4N14_09955;cds-C4N14_09725;cds-C4N14_08445;cds-C4N14_06875;cds-C4N14_06380"
"fnu01501",4,"Down",0.240109870474635,0.257260575508537,0.00780742994714493,0.0108102876191237,"beta-Lactam resistance","cds-C4N14_09605;cds-C4N14_06365;cds-C4N14_06075;cds-C4N14_00485"
"fnu00270",15,"Down",0.344766304805071,0.365046675675958,2.13284330565506e-10,9.14075702423597e-10,"Cysteine and methionine metabolism","cds-C4N14_04180;cds-C4N14_05175;cds-C4N14_09115;cds-C4N14_07095;cds-C4N14_06885;cds-C4N14_06625;cds-C4N14_06380;cds-C4N14_06275;cds-C4N14_06030;cds-C4N14_10490;cds-C4N14_10495;cds-C4N14_10525;cds-C4N14_00370;cds-C4N14_01300;cds-C4N14_01305"
"fnu00521",5,"Down",0.353979685848906,0.370443857283739,0.0115341792405498,0.0154936736067086,"Streptomycin biosynthesis","cds-C4N14_09430;cds-C4N14_06300;cds-C4N14_05615;cds-C4N14_00890;cds-C4N14_01020"
"fnu00052",9,"Down",0.393016402221907,0.406568691953697,9.5982843800223e-08,2.00894324233025e-07,"Galactose metabolism","cds-C4N14_05280;cds-C4N14_10105;cds-C4N14_09430;cds-C4N14_06300;cds-C4N14_05800;cds-C4N14_01055;cds-C4N14_02205;cds-C4N14_02210;cds-C4N14_02215"
"fnu00740",6,"Down",0.438169692045285,0.448128094137223,0.0031201930920619,0.00460356357845199,"Riboflavin metabolism","cds-C4N14_08690;cds-C4N14_07800;cds-C4N14_00055;cds-C4N14_00060;cds-C4N14_00065;cds-C4N14_00070"
